phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,epoch,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy,optimizer
train,,,,,,,2.5326027870178223,1.0,57.0,57.0,2.2423791885375977,0.9999994039535522,0.0009999978400176,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.568790435791016,1.0,58.0,58.0,2.245626211166382,0.9999994039535522,0.0009999975702328,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.604574203491211,1.0,59.0,59.0,2.2396059036254883,0.999999463558197,0.0009999996173204,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.640998363494873,1.0,60.0,60.0,2.2512624263763428,0.999999463558197,0.0009999978236973,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.678509473800659,1.0,61.0,61.0,2.221474885940552,0.9999995827674866,0.0010000002999965,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.7101449966430664,1.0,62.0,62.0,2.219200372695923,0.999999463558197,0.0010000001880583,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.74627947807312,1.0,63.0,63.0,2.231104612350464,0.9999995231628418,0.0009999995285025,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.782830238342285,1.0,64.0,64.0,2.254713296890259,0.999999463558197,0.0010000003834298,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.8159613609313965,1.0,65.0,65.0,2.224256992340088,0.9999995231628418,0.0010000011153438,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.85231614112854,1.0,66.0,66.0,2.204139709472656,0.999999463558197,0.0009999991162487,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.887161493301392,1.0,67.0,67.0,2.2320919036865234,0.9999995231628418,0.0009999986263344,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.9231925010681152,1.0,68.0,68.0,2.2217164039611816,0.999999463558197,0.0009999992739282,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.9587631225585938,1.0,69.0,69.0,2.215811252593994,0.9999994039535522,0.0010000002001875,0.001,False,128.0,128.0,,,SGD
train,,,,,,,2.9997360706329346,1.0,70.0,70.0,2.199692249298096,0.9999994039535522,0.0009999985500065,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.0361311435699463,1.0,71.0,71.0,2.25315523147583,0.9999995231628418,0.0009999985728771,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.070568323135376,1.0,72.0,72.0,2.19230318069458,0.999999463558197,0.0010000000634081,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.103944778442383,1.0,73.0,73.0,2.260292053222656,0.9999994039535522,0.0009999999322907,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.1413519382476807,1.0,74.0,74.0,2.1819772720336914,0.9999995231628418,0.000999998027035,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.1768453121185303,1.0,75.0,75.0,2.230100393295288,0.9999994039535522,0.0009999981722525,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.217043161392212,1.0,76.0,76.0,2.197932481765747,0.9999994039535522,0.0009999999382304,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.259453058242798,1.0,77.0,77.0,2.23453426361084,0.9999993443489076,0.0009999994381858,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.296874761581421,1.0,78.0,78.0,2.1910104751586914,0.9999993443489076,0.0009999996151554,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.3329193592071533,1.0,79.0,79.0,2.205864667892456,0.9999994039535522,0.0009999980962298,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.3665030002593994,1.0,80.0,80.0,2.2110049724578857,0.9999993443489076,0.0010000010737659,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.4038686752319336,1.0,81.0,81.0,2.2117576599121094,0.9999994039535522,0.0010000001993549,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.444129705429077,1.0,82.0,82.0,2.215894222259521,0.999999463558197,0.000999999392167,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.478015184402466,1.0,83.0,83.0,2.232443332672119,0.999999463558197,0.0009999978675512,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.51816725730896,1.0,84.0,84.0,2.213346004486084,0.999999463558197,0.0010000013739699,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.565037250518799,1.0,85.0,85.0,2.192772626876831,0.999999463558197,0.0009999992782303,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.606619119644165,1.0,86.0,86.0,2.233488082885742,0.9999994039535522,0.0009999993979402,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.640671968460083,1.0,87.0,87.0,2.1862754821777344,0.999999463558197,0.0009999992266882,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.681519031524658,1.0,88.0,88.0,2.1963727474212646,0.999999463558197,0.0010000000627419,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.717780590057373,1.0,89.0,89.0,2.189420223236084,0.9999994039535522,0.0010000004387189,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.766332864761353,1.0,90.0,90.0,2.210347890853882,0.9999995231628418,0.0010000013926216,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.7995853424072266,1.0,91.0,91.0,2.2281653881073,0.9999994039535522,0.0010000018603023,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.834733724594116,1.0,92.0,92.0,2.1818411350250244,0.9999995231628418,0.0009999999940746,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.8750500679016113,1.0,93.0,93.0,2.181166887283325,0.9999993443489076,0.0009999985170328,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.918681383132935,1.0,94.0,94.0,2.171269416809082,0.999999463558197,0.0010000006978725,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.959127426147461,1.0,95.0,95.0,2.193776130676269,0.9999995231628418,0.0010000019589454,0.001,False,128.0,128.0,,,SGD
train,,,,,,,3.994953393936157,1.0,96.0,96.0,2.2052154541015625,0.999999463558197,0.0009999989525739,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.030165433883667,1.0,97.0,97.0,2.184853792190552,0.9999993443489076,0.0009999986504541,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.065541982650757,1.0,98.0,98.0,2.1525046825408936,0.999999463558197,0.0009999997131327,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.104449272155762,1.0,99.0,99.0,2.1903364658355717,0.9999994039535522,0.0009999988363056,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.144940376281738,1.0,100.0,100.0,2.1407034397125244,0.9999994039535522,0.0009999994721864,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.187143802642822,1.0,101.0,101.0,2.1713497638702397,0.9999994039535522,0.0010000000497523,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.225215673446655,1.0,102.0,102.0,2.174889326095581,0.9999995231628418,0.0009999989719473,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.264190673828125,1.0,103.0,103.0,2.154608249664306,0.9999995231628418,0.0010000007062269,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.300047397613525,1.0,104.0,104.0,2.195121049880981,0.9999994039535522,0.0009999995010245,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.334164381027222,1.0,105.0,105.0,2.1939592361450195,0.9999994039535522,0.0009999985273024,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.37280011177063,1.0,106.0,106.0,2.148245334625244,0.9999993443489076,0.0009999993601648,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.409989595413208,1.0,107.0,107.0,2.1808578968048096,0.999999463558197,0.0009999992882501,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.445706605911255,1.0,108.0,108.0,2.1625843048095703,0.999999463558197,0.0009999991471406,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.48958158493042,1.0,109.0,109.0,2.149080991744995,0.9999993443489076,0.001000000554404,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.530844211578369,1.0,110.0,110.0,2.19482684135437,0.999999463558197,0.0009999998597932,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.580219030380249,1.0,111.0,111.0,2.158837080001831,0.9999994039535522,0.0010000008120034,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.618163824081421,1.0,112.0,112.0,2.1592888832092285,0.999999463558197,0.0009999991849438,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.664086103439331,1.0,113.0,113.0,2.15573787689209,0.9999994039535522,0.0009999993297725,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.70330810546875,1.0,114.0,114.0,2.1743829250335693,0.9999995231628418,0.0009999990939332,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.737598896026611,1.0,115.0,115.0,2.191277503967285,0.999999463558197,0.0009999997464671,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.7737791538238525,1.0,116.0,116.0,2.1683061122894287,0.9999993443489076,0.0009999996243703,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.806065320968628,1.0,117.0,117.0,2.1770946979522705,0.9999994039535522,0.0009999974456099,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.843080759048462,1.0,118.0,118.0,2.18677830696106,0.9999995231628418,0.0009999971518441,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.887778282165527,1.0,119.0,119.0,2.174678325653076,0.9999992847442628,0.0009999987206203,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.928866624832153,1.0,120.0,120.0,2.179147481918335,0.9999994039535522,0.0009999996673359,0.001,False,128.0,128.0,,,SGD
train,,,,,,,4.980210065841675,1.0,121.0,121.0,2.157033681869507,0.9999995231628418,0.0009999992467277,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.01226019859314,1.0,122.0,122.0,2.172181367874145,0.9999994039535522,0.0010000002374355,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.045615196228027,1.0,123.0,123.0,2.1437132358551025,0.999999463558197,0.0009999994875352,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.0781779289245605,1.0,124.0,124.0,2.171548128128052,0.9999994039535522,0.0009999990123594,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.131722688674927,1.0,125.0,125.0,2.159198760986328,0.9999995231628418,0.0009999986558109,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.168487071990967,1.0,126.0,126.0,2.1758134365081787,0.9999994039535522,0.0009999975924373,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.20100474357605,1.0,127.0,127.0,2.174866914749145,0.9999994039535522,0.0010000002813448,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.233392715454102,1.0,128.0,128.0,2.127843379974365,0.9999995231628418,0.0009999986423772,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.271558046340942,1.0,129.0,129.0,2.133937358856201,0.9999994039535522,0.0009999993141183,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.308959722518921,1.0,130.0,130.0,2.160871744155884,0.9999992847442628,0.0009999989735293,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.342518091201782,1.0,131.0,131.0,2.119893312454224,0.9999993443489076,0.0010000005886822,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.384630918502808,1.0,132.0,132.0,2.149811029434204,0.9999994039535522,0.0009999997134935,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.424196720123291,1.0,133.0,133.0,2.1347362995147705,0.999999463558197,0.0009999979412701,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.462946891784668,1.0,134.0,134.0,2.17786717414856,0.9999994039535522,0.0010000000847799,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.494401693344116,1.0,135.0,135.0,2.15457534790039,0.999999463558197,0.0009999975309585,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.538811922073364,1.0,136.0,136.0,2.1315901279449463,0.9999994039535522,0.0009999999784205,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.571450710296631,1.0,137.0,137.0,2.1495115756988525,0.9999993443489076,0.0010000001042643,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.6110756397247314,1.0,138.0,138.0,2.127960443496704,0.9999994039535522,0.0009999996705556,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.647367000579834,1.0,139.0,139.0,2.1218087673187256,0.9999994039535522,0.0009999991752293,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.682019472122192,1.0,140.0,140.0,2.1344943046569824,0.9999993443489076,0.0009999984387065,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.717530965805054,1.0,141.0,141.0,2.1383044719696045,0.999999463558197,0.0009999990568517,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.7581658363342285,1.0,142.0,142.0,2.128783702850342,0.9999995231628418,0.0010000000808941,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.798415422439575,1.0,143.0,143.0,2.1668930053710938,0.9999994039535522,0.0009999991772832,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.839243650436401,1.0,144.0,144.0,2.1273512840271,0.999999463558197,0.0009999991759509,0.001,False,128.0,128.0,,,SGD
train,,,,,,,5.877082586288452,1.0,145.0,145.0,2.155005931854248,0.9999994039535522,0.0009999993505059,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.151702165603638,1.0,146.0,146.0,2.1412160396575928,0.9999994039535522,0.0010000009800355,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.184592008590698,1.0,147.0,147.0,2.1526715755462646,0.9999995231628418,0.0009999979739108,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.214632749557495,1.0,148.0,148.0,2.097993850708008,0.999999463558197,0.0009999985551413,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.24651837348938,1.0,149.0,149.0,2.1525444984436035,0.9999993443489076,0.0009999997361698,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.27653694152832,1.0,150.0,150.0,2.1446566581726074,0.9999992847442628,0.0009999984561925,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.306805372238159,1.0,151.0,151.0,2.124255895614624,0.9999994039535522,0.0009999983857487,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.337328195571899,1.0,152.0,152.0,2.128239154815674,0.999999463558197,0.0009999999507482,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.368574619293213,1.0,153.0,153.0,2.12312388420105,0.9999995231628418,0.0009999999908827,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.39746356010437,1.0,154.0,154.0,2.132157802581787,0.999999463558197,0.0010000007177177,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.426772832870483,1.0,155.0,155.0,2.144681453704834,0.9999994039535522,0.0010000002711863,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.459950685501099,1.0,156.0,156.0,2.138765573501587,0.999999463558197,0.0009999984002372,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.493749618530273,1.0,157.0,157.0,2.1016716957092285,0.9999995827674866,0.0010000003593935,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.524081230163574,1.0,158.0,158.0,2.1577308177948,0.999999463558197,0.0009999982798888,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.553358793258667,1.0,159.0,159.0,2.1326231956481934,0.9999994039535522,0.0009999987128764,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.5827720165252686,1.0,160.0,160.0,2.1128573417663574,0.9999994039535522,0.0009999997124665,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.613426685333252,1.0,161.0,161.0,2.129367589950561,0.9999995231628418,0.0009999994009933,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.643726348876953,1.0,162.0,162.0,2.124154567718506,0.9999992847442628,0.0009999997931242,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.674382925033569,1.0,163.0,163.0,2.1294853687286377,0.9999994039535522,0.0010000001790378,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.70494532585144,1.0,164.0,164.0,2.151104688644409,0.999999463558197,0.0010000006098596,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.735248804092407,1.0,165.0,165.0,2.136461019515991,0.999999463558197,0.0009999986225874,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.76585841178894,1.0,166.0,166.0,2.106478691101074,0.9999994039535522,0.0010000004485166,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.795185327529907,1.0,167.0,167.0,2.0865840911865234,0.999999463558197,0.0010000007346486,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.82393479347229,1.0,168.0,168.0,2.113676786422729,0.9999994039535522,0.0009999995962261,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.856040239334106,1.0,169.0,169.0,2.1045446395874023,0.999999463558197,0.0009999989178794,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.88487696647644,1.0,170.0,170.0,2.128345251083374,0.9999994039535522,0.0009999998365895,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.916103363037109,1.0,171.0,171.0,2.1371543407440186,0.999999463558197,0.0009999987974755,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.946738004684448,1.0,172.0,172.0,2.10657811164856,0.9999994039535522,0.0010000002982479,0.001,False,128.0,128.0,,,SGD
train,,,,,,,6.979910850524902,1.0,173.0,173.0,2.108374118804932,0.9999995231628418,0.0009999970379904,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.016133785247803,1.0,174.0,174.0,2.085620641708374,0.999999463558197,0.0009999997787469,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.049544095993042,1.0,175.0,175.0,2.0968687534332275,0.9999994039535522,0.0010000000421473,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.076801061630249,1.0,176.0,176.0,2.1185126304626465,0.9999995231628418,0.0009999982065029,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.110166072845459,1.0,177.0,177.0,2.126234292984009,0.9999993443489076,0.0009999986566436,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.143296957015991,1.0,178.0,178.0,2.1251473426818848,0.9999995231628418,0.0009999993505892,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.177675724029541,1.0,179.0,179.0,2.109192371368408,0.9999995231628418,0.0009999999115851,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.20936918258667,1.0,180.0,180.0,2.077375888824463,0.999999463558197,0.0010000005957321,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.239598274230957,1.0,181.0,181.0,2.11942195892334,0.9999994039535522,0.0010000005153797,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.270755052566528,1.0,182.0,182.0,2.089366912841797,0.999999463558197,0.000999999277925,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.30512809753418,1.0,183.0,183.0,2.1032936573028564,0.999999463558197,0.0009999983159156,0.001,False,128.0,128.0,,,SGD
train,,,,,,,7.3374340534210205,1.0,184.0,184.0,2.084826707839966,0.9999992847442628,0.0009999993098995,0.001,False,128.0,128.0,,,SGD
