phase,seed,torch_version,cuda_available,device,cudnn_deterministic,cudnn_benchmark,time_sec,epoch,batch,global_step,train_loss,grad_norm,update_norm,lr,tainted,effective_batch_size,original_batch_size,test_loss,test_accuracy
train,,,,,,,8.528446435928345,1.0,51.0,51.0,2.2477846145629883,0.9999994039535522,0.0009999981640646323,0.001,False,128.0,128.0,,
train,,,,,,,8.667348146438599,1.0,52.0,52.0,2.244614601135254,0.999999463558197,0.0009999989592352617,0.001,False,128.0,128.0,,
train,,,,,,,8.819620609283447,1.0,53.0,53.0,2.265946626663208,0.999999463558197,0.0009999995955600482,0.001,False,128.0,128.0,,
train,,,,,,,8.946833848953247,1.0,54.0,54.0,2.2651443481445312,0.9999994039535522,0.0009999995270592575,0.001,False,128.0,128.0,,
train,,,,,,,9.085967540740967,1.0,55.0,55.0,2.2184464931488037,0.9999993443489075,0.0010000007311514833,0.001,False,128.0,128.0,,
train,,,,,,,9.202244520187378,1.0,56.0,56.0,2.2913434505462646,0.9999995231628418,0.0009999977508665342,0.001,False,128.0,128.0,,
train,,,,,,,9.327992677688599,1.0,57.0,57.0,2.226062297821045,0.9999995231628418,0.0009999994188679667,0.001,False,128.0,128.0,,
train,,,,,,,9.453420400619507,1.0,58.0,58.0,2.273592472076416,0.999999463558197,0.000999998909580484,0.001,False,128.0,128.0,,
train,,,,,,,9.565874338150024,1.0,59.0,59.0,2.2691121101379395,0.999999463558197,0.000999999641911877,0.001,False,128.0,128.0,,
train,,,,,,,9.674919605255127,1.0,60.0,60.0,2.2417449951171875,0.9999994039535522,0.0009999996539578012,0.001,False,128.0,128.0,,
train,,,,,,,9.794177293777466,1.0,61.0,61.0,2.259204387664795,0.9999993443489075,0.000999999570635531,0.001,False,128.0,128.0,,
train,,,,,,,9.892388105392456,1.0,62.0,62.0,2.2518603801727295,0.9999995827674866,0.0010000003534815709,0.001,False,128.0,128.0,,
train,,,,,,,9.994669675827026,1.0,63.0,63.0,2.256692886352539,0.999999463558197,0.0009999989178238991,0.001,False,128.0,128.0,,
train,,,,,,,10.090176582336426,1.0,64.0,64.0,2.257812738418579,0.9999994039535522,0.0009999997225418498,0.001,False,128.0,128.0,,
train,,,,,,,10.208243131637573,1.0,65.0,65.0,2.2451088428497314,0.999999463558197,0.0009999991636830236,0.001,False,128.0,128.0,,
train,,,,,,,10.321070909500122,1.0,66.0,66.0,2.249781608581543,0.9999995827674866,0.000999997208188152,0.001,False,128.0,128.0,,
train,,,,,,,10.419103145599365,1.0,67.0,67.0,2.2153491973876953,0.9999994039535522,0.0010000022464926336,0.001,False,128.0,128.0,,
train,,,,,,,10.508270502090454,1.0,68.0,68.0,2.238037109375,0.9999995231628418,0.000999999968650577,0.001,False,128.0,128.0,,
train,,,,,,,10.593127965927124,1.0,69.0,69.0,2.2004923820495605,0.999999463558197,0.0010000005351972435,0.001,False,128.0,128.0,,
train,,,,,,,10.70765233039856,1.0,70.0,70.0,2.227851390838623,0.9999994039535522,0.0009999995871223498,0.001,False,128.0,128.0,,
train,,,,,,,10.806282997131348,1.0,71.0,71.0,2.2399399280548096,0.9999993443489075,0.0009999977108429033,0.001,False,128.0,128.0,,
train,,,,,,,10.898454666137695,1.0,72.0,72.0,2.2568459510803223,0.9999994039535522,0.0009999998735322117,0.001,False,128.0,128.0,,
train,,,,,,,10.97750473022461,1.0,73.0,73.0,2.2373197078704834,0.999999463558197,0.0009999997561816164,0.001,False,128.0,128.0,,
train,,,,,,,11.06077766418457,1.0,74.0,74.0,2.2770590782165527,0.9999994039535522,0.000999999301517318,0.001,False,128.0,128.0,,
train,,,,,,,11.155276775360107,1.0,75.0,75.0,2.195024013519287,0.999999463558197,0.001000001942125629,0.001,False,128.0,128.0,,
train,,,,,,,11.233036041259766,1.0,76.0,76.0,2.249516487121582,0.9999995231628418,0.001000001238522906,0.001,False,128.0,128.0,,
train,,,,,,,11.316834688186646,1.0,77.0,77.0,2.2573516368865967,0.9999995231628418,0.0009999990608762803,0.001,False,128.0,128.0,,
train,,,,,,,11.398111820220947,1.0,78.0,78.0,2.2335753440856934,0.9999993443489075,0.001000000286840455,0.001,False,128.0,128.0,,
train,,,,,,,11.483171939849854,1.0,79.0,79.0,2.2184410095214844,0.9999995231628418,0.000999999847053389,0.001,False,128.0,128.0,,
train,,,,,,,11.571543455123901,1.0,80.0,80.0,2.2626116275787354,0.9999995231628418,0.000999998806745959,0.001,False,128.0,128.0,,
train,,,,,,,11.656358480453491,1.0,81.0,81.0,2.18855881690979,0.9999993443489075,0.000999999025737688,0.001,False,128.0,128.0,,
train,,,,,,,11.731696128845215,1.0,82.0,82.0,2.2036590576171875,0.999999463558197,0.0010000005635634264,0.001,False,128.0,128.0,,
train,,,,,,,11.810563564300537,1.0,83.0,83.0,2.249959707260132,0.9999992847442627,0.0009999997016974067,0.001,False,128.0,128.0,,
train,,,,,,,11.922744750976562,1.0,84.0,84.0,2.221062183380127,0.9999995231628418,0.0009999999001498118,0.001,False,128.0,128.0,,
train,,,,,,,12.03850269317627,1.0,85.0,85.0,2.228069305419922,0.9999994039535522,0.000999998032475198,0.001,False,128.0,128.0,,
train,,,,,,,12.121052026748657,1.0,86.0,86.0,2.2327942848205566,0.999999463558197,0.000999998397017579,0.001,False,128.0,128.0,,
train,,,,,,,12.202051877975464,1.0,87.0,87.0,2.227787971496582,0.9999994039535522,0.0009999987566748395,0.001,False,128.0,128.0,,
train,,,,,,,12.285177230834961,1.0,88.0,88.0,2.2397077083587646,0.999999463558197,0.0010000005566800473,0.001,False,128.0,128.0,,
train,,,,,,,12.360088348388672,1.0,89.0,89.0,2.2328953742980957,0.999999463558197,0.0010000008023722357,0.001,False,128.0,128.0,,
train,,,,,,,12.436572074890137,1.0,90.0,90.0,2.245622158050537,0.999999463558197,0.0010000009404283487,0.001,False,128.0,128.0,,
train,,,,,,,12.510339975357056,1.0,91.0,91.0,2.2011609077453613,0.9999995827674866,0.0010000001976340567,0.001,False,128.0,128.0,,
train,,,,,,,12.584803342819214,1.0,92.0,92.0,2.1983237266540527,0.9999995231628418,0.000999999024821753,0.001,False,128.0,128.0,,
train,,,,,,,12.657205581665039,1.0,93.0,93.0,2.2038068771362305,0.9999995231628418,0.0009999988322811188,0.001,False,128.0,128.0,,
train,,,,,,,12.731495141983032,1.0,94.0,94.0,2.2179160118103027,0.9999995231628418,0.0010000008501117865,0.001,False,128.0,128.0,,
train,,,,,,,12.806944370269775,1.0,95.0,95.0,2.2223966121673584,0.999999463558197,0.000999999066122089,0.001,False,128.0,128.0,,
train,,,,,,,12.88199496269226,1.0,96.0,96.0,2.215330123901367,0.9999995231628418,0.0010000004134613468,0.001,False,128.0,128.0,,
train,,,,,,,12.965893507003784,1.0,97.0,97.0,2.2168588638305664,0.9999995827674866,0.0009999989922644306,0.001,False,128.0,128.0,,
train,,,,,,,13.04300856590271,1.0,98.0,98.0,2.196398973464966,0.9999994039535522,0.0010000012459336354,0.001,False,128.0,128.0,,
train,,,,,,,13.123364925384521,1.0,99.0,99.0,2.209949493408203,0.9999995231628418,0.001000000279263185,0.001,False,128.0,128.0,,
train,,,,,,,13.19607424736023,1.0,100.0,100.0,2.167696714401245,0.9999995231628418,0.0010000011838444882,0.001,False,128.0,128.0,,
train,,,,,,,13.27476716041565,1.0,101.0,101.0,2.2018985748291016,0.999999463558197,0.0009999983714268968,0.001,False,128.0,128.0,,
train,,,,,,,13.354811906814575,1.0,102.0,102.0,2.201225996017456,0.9999994039535522,0.0009999984332386626,0.001,False,128.0,128.0,,
train,,,,,,,13.446202993392944,1.0,103.0,103.0,2.198775053024292,0.9999994039535522,0.0009999980993662646,0.001,False,128.0,128.0,,
train,,,,,,,13.521139860153198,1.0,104.0,104.0,2.1950931549072266,0.999999463558197,0.0009999999035915036,0.001,False,128.0,128.0,,
train,,,,,,,13.68268370628357,1.0,105.0,105.0,2.207416296005249,0.9999995231628418,0.001000000671143971,0.001,False,128.0,128.0,,
train,,,,,,,13.830620765686035,1.0,106.0,106.0,2.19864559173584,0.9999995231628418,0.000999999106895067,0.001,False,128.0,128.0,,
train,,,,,,,13.93297028541565,1.0,107.0,107.0,2.191816806793213,0.9999994039535522,0.0009999995779074948,0.001,False,128.0,128.0,,
train,,,,,,,14.019704103469849,1.0,108.0,108.0,2.2175779342651367,0.9999995231628418,0.000999999895653408,0.001,False,128.0,128.0,,
train,,,,,,,14.105390310287476,1.0,109.0,109.0,2.170912265777588,0.9999995231628418,0.0010000001259136608,0.001,False,128.0,128.0,,
train,,,,,,,14.194670915603638,1.0,110.0,110.0,2.2088754177093506,0.9999995231628418,0.0009999984063434673,0.001,False,128.0,128.0,,
train,,,,,,,14.283429861068726,1.0,111.0,111.0,2.1941726207733154,0.9999994039535522,0.0009999975994317615,0.001,False,128.0,128.0,,
train,,,,,,,14.365415573120117,1.0,112.0,112.0,2.192124128341675,0.9999995827674866,0.000999998976887826,0.001,False,128.0,128.0,,
train,,,,,,,14.444672346115112,1.0,113.0,113.0,2.1865782737731934,0.999999463558197,0.0009999999161370249,0.001,False,128.0,128.0,,
train,,,,,,,14.52280330657959,1.0,114.0,114.0,2.2007498741149902,0.999999463558197,0.0009999993808428053,0.001,False,128.0,128.0,,
train,,,,,,,14.608883619308472,1.0,115.0,115.0,2.187288284301758,0.9999994039535522,0.0010000001249699715,0.001,False,128.0,128.0,,
train,,,,,,,14.693203449249268,1.0,116.0,116.0,2.1942543983459473,0.999999463558197,0.000999999747632897,0.001,False,128.0,128.0,,
train,,,,,,,14.775025129318237,1.0,117.0,117.0,2.201404333114624,0.9999995231628418,0.0009999988187363818,0.001,False,128.0,128.0,,
train,,,,,,,14.852684736251831,1.0,118.0,118.0,2.17496919631958,0.9999995231628418,0.001000001127611757,0.001,False,128.0,128.0,,
train,,,,,,,14.935083866119385,1.0,119.0,119.0,2.2131147384643555,0.999999463558197,0.0009999989340886838,0.001,False,128.0,128.0,,
train,,,,,,,15.018375158309937,1.0,120.0,120.0,2.1495790481567383,0.9999995231628418,0.000999999418312855,0.001,False,128.0,128.0,,
train,,,,,,,15.152863502502441,1.0,121.0,121.0,2.198402166366577,0.9999995231628418,0.0010000000555255276,0.001,False,128.0,128.0,,
train,,,,,,,15.245694398880005,1.0,122.0,122.0,2.2037606239318848,0.999999463558197,0.0009999999341781503,0.001,False,128.0,128.0,,
train,,,,,,,15.337913990020752,1.0,123.0,123.0,2.1803364753723145,0.999999463558197,0.0010000003799881358,0.001,False,128.0,128.0,,
train,,,,,,,15.441652774810791,1.0,124.0,124.0,2.198359966278076,0.999999463558197,0.0009999999770605166,0.001,False,128.0,128.0,,
train,,,,,,,15.544529676437378,1.0,125.0,125.0,2.1786553859710693,0.9999994039535522,0.00099999889084545,0.001,False,128.0,128.0,,
train,,,,,,,15.642450332641602,1.0,126.0,126.0,2.1996564865112305,0.9999995231628418,0.0009999994218100594,0.001,False,128.0,128.0,,
train,,,,,,,15.786873817443848,1.0,127.0,127.0,2.188180446624756,0.999999463558197,0.0009999980582879337,0.001,False,128.0,128.0,,
train,,,,,,,15.878713607788086,1.0,128.0,128.0,2.169755697250366,0.9999993443489075,0.0010000024046990467,0.001,False,128.0,128.0,,
train,,,,,,,15.969038486480713,1.0,129.0,129.0,2.1851298809051514,0.999999463558197,0.0010000008266861002,0.001,False,128.0,128.0,,
train,,,,,,,16.07390809059143,1.0,130.0,130.0,2.188371181488037,0.999999463558197,0.000999999992548128,0.001,False,128.0,128.0,,
train,,,,,,,16.179300785064697,1.0,131.0,131.0,2.1644749641418457,0.999999463558197,0.0010000005885156744,0.001,False,128.0,128.0,,
train,,,,,,,16.27426791191101,1.0,132.0,132.0,2.1569724082946777,0.999999463558197,0.0010000014489098864,0.001,False,128.0,128.0,,
train,,,,,,,16.358099460601807,1.0,133.0,133.0,2.173029899597168,0.9999994039535522,0.0010000017228847388,0.001,False,128.0,128.0,,
train,,,,,,,16.436196088790894,1.0,134.0,134.0,2.17657470703125,0.999999463558197,0.0009999995957820928,0.001,False,128.0,128.0,,
train,,,,,,,16.5100200176239,1.0,135.0,135.0,2.1715164184570312,0.9999994039535522,0.0009999986772937916,0.001,False,128.0,128.0,,
train,,,,,,,16.583802938461304,1.0,136.0,136.0,2.155447006225586,0.9999994039535522,0.0009999997487153646,0.001,False,128.0,128.0,,
train,,,,,,,16.656693935394287,1.0,137.0,137.0,2.144068717956543,0.999999463558197,0.0010000005645071153,0.001,False,128.0,128.0,,
train,,,,,,,16.729912042617798,1.0,138.0,138.0,2.1771674156188965,0.999999463558197,0.0009999974816090533,0.001,False,128.0,128.0,,
train,,,,,,,16.805856227874756,1.0,139.0,139.0,2.1753997802734375,0.9999994039535522,0.000999999671832398,0.001,False,128.0,128.0,,
train,,,,,,,16.876833200454712,1.0,140.0,140.0,2.1627471446990967,0.999999463558197,0.0009999987989188774,0.001,False,128.0,128.0,,
train,,,,,,,16.9533748626709,1.0,141.0,141.0,2.1822409629821777,0.999999463558197,0.0009999995479592157,0.001,False,128.0,128.0,,
train,,,,,,,17.031633377075195,1.0,142.0,142.0,2.1468567848205566,0.999999463558197,0.0009999984870568066,0.001,False,128.0,128.0,,
train,,,,,,,17.116267442703247,1.0,143.0,143.0,2.144505023956299,0.999999463558197,0.000999998740188007,0.001,False,128.0,128.0,,
train,,,,,,,17.19546866416931,1.0,144.0,144.0,2.158860206604004,0.9999994039535522,0.0009999995509845747,0.001,False,128.0,128.0,,
train,,,,,,,17.275026559829712,1.0,145.0,145.0,2.1697938442230225,0.999999463558197,0.0010000000390942274,0.001,False,128.0,128.0,,
train,,,,,,,17.371853828430176,1.0,146.0,146.0,2.1423275470733643,0.999999463558197,0.0009999980837120902,0.001,False,128.0,128.0,,
train,,,,,,,17.448045015335083,1.0,147.0,147.0,2.1525959968566895,0.999999463558197,0.0010000006332298794,0.001,False,128.0,128.0,,
train,,,,,,,17.519654750823975,1.0,148.0,148.0,2.1562798023223877,0.9999994039535522,0.0009999999724808464,0.001,False,128.0,128.0,,
train,,,,,,,17.59529209136963,1.0,149.0,149.0,2.1507365703582764,0.999999463558197,0.0009999990318439206,0.001,False,128.0,128.0,,
train,,,,,,,17.677946090698242,1.0,150.0,150.0,2.1729302406311035,0.999999463558197,0.000999998569379965,0.001,False,128.0,128.0,,
train,,,,,,,17.75869131088257,1.0,151.0,151.0,2.15169095993042,0.999999463558197,0.0009999989314796569,0.001,False,128.0,128.0,,
train,,,,,,,17.8320209980011,1.0,152.0,152.0,2.169330596923828,0.9999994039535522,0.0009999994049624153,0.001,False,128.0,128.0,,
train,,,,,,,17.914831161499023,1.0,153.0,153.0,2.1604299545288086,0.9999994039535522,0.0010000001246924157,0.001,False,128.0,128.0,,
train,,,,,,,17.99475598335266,1.0,154.0,154.0,2.139641761779785,0.9999993443489075,0.0010000006573772145,0.001,False,128.0,128.0,,
train,,,,,,,18.085012197494507,1.0,155.0,155.0,2.172560691833496,0.999999463558197,0.0009999978113738232,0.001,False,128.0,128.0,,
train,,,,,,,18.16515278816223,1.0,156.0,156.0,2.14736270904541,0.999999463558197,0.0010000008502783198,0.001,False,128.0,128.0,,
train,,,,,,,18.243090391159058,1.0,157.0,157.0,2.1525774002075195,0.9999995231628418,0.0009999989148540493,0.001,False,128.0,128.0,,
train,,,,,,,18.312047243118286,1.0,158.0,158.0,2.13338565826416,0.9999993443489075,0.0010000015188815887,0.001,False,128.0,128.0,,
train,,,,,,,18.388017892837524,1.0,159.0,159.0,2.1353721618652344,0.9999994039535522,0.0009999988879033556,0.001,False,128.0,128.0,,
train,,,,,,,18.459944248199463,1.0,160.0,160.0,2.1693644523620605,0.999999463558197,0.001000000265135601,0.001,False,128.0,128.0,,
train,,,,,,,18.53383731842041,1.0,161.0,161.0,2.1494545936584473,0.999999463558197,0.001000000143288649,0.001,False,128.0,128.0,,
train,,,,,,,18.60917043685913,1.0,162.0,162.0,2.119441270828247,0.999999463558197,0.0009999997088305916,0.001,False,128.0,128.0,,
train,,,,,,,18.683904886245728,1.0,163.0,163.0,2.155824661254883,0.999999463558197,0.001000000362280085,0.001,False,128.0,128.0,,
train,,,,,,,18.75438952445984,1.0,164.0,164.0,2.1541123390197754,0.9999994039535522,0.0009999996567888708,0.001,False,128.0,128.0,,
train,,,,,,,18.833796739578247,1.0,165.0,165.0,2.1477737426757812,0.9999994039535522,0.0009999999218546739,0.001,False,128.0,128.0,,
train,,,,,,,18.924166202545166,1.0,166.0,166.0,2.13057804107666,0.9999994039535522,0.0009999982451943253,0.001,False,128.0,128.0,,
train,,,,,,,18.997575044631958,1.0,167.0,167.0,2.152559995651245,0.999999463558197,0.0010000017522778424,0.001,False,128.0,128.0,,
train,,,,,,,19.0728440284729,1.0,168.0,168.0,2.114687919616699,0.9999995231628418,0.0010000007173847278,0.001,False,128.0,128.0,,
train,,,,,,,19.152072191238403,1.0,169.0,169.0,2.123242139816284,0.9999995231628418,0.0009999978916153647,0.001,False,128.0,128.0,,
train,,,,,,,19.224119901657104,1.0,170.0,170.0,2.1568961143493652,0.9999994039535522,0.000999998877994604,0.001,False,128.0,128.0,,
train,,,,,,,19.29802632331848,1.0,171.0,171.0,2.134437322616577,0.9999995827674866,0.0010000009744288963,0.001,False,128.0,128.0,,
train,,,,,,,19.370765447616577,1.0,172.0,172.0,2.137537717819214,0.9999994039535522,0.0009999999065335948,0.001,False,128.0,128.0,,
train,,,,,,,19.446789741516113,1.0,173.0,173.0,2.160959482192993,0.9999994039535522,0.0010000000569133061,0.001,False,128.0,128.0,,
train,,,,,,,19.530016660690308,1.0,174.0,174.0,2.1467533111572266,0.9999995231628418,0.0010000003033272622,0.001,False,128.0,128.0,,
train,,,,,,,19.618855714797974,1.0,175.0,175.0,2.1202304363250732,0.9999993443489075,0.001000001206493011,0.001,False,128.0,128.0,,
train,,,,,,,19.6972439289093,1.0,176.0,176.0,2.147735118865967,0.9999994039535522,0.0010000000584398628,0.001,False,128.0,128.0,,
train,,,,,,,19.773874044418335,1.0,177.0,177.0,2.133305549621582,0.999999463558197,0.0009999992436469007,0.001,False,128.0,128.0,,
train,,,,,,,19.851033449172974,1.0,178.0,178.0,2.135390043258667,0.9999993443489075,0.0010000006091935658,0.001,False,128.0,128.0,,
train,,,,,,,19.941014051437378,1.0,179.0,179.0,2.1206393241882324,0.9999994039535522,0.0009999999438926024,0.001,False,128.0,128.0,,
train,,,,,,,20.128834009170532,1.0,180.0,180.0,2.1416687965393066,0.9999994039535522,0.0009999989549608988,0.001,False,128.0,128.0,,
train,,,,,,,20.274267196655273,1.0,181.0,181.0,2.1072182655334473,0.9999994039535522,0.000999998141998909,0.001,False,128.0,128.0,,
train,,,,,,,20.39576768875122,1.0,182.0,182.0,2.1238839626312256,0.9999994039535522,0.0009999997725018987,0.001,False,128.0,128.0,,
train,,,,,,,20.486231327056885,1.0,183.0,183.0,2.1374945640563965,0.9999995231628418,0.0009999999158872247,0.001,False,128.0,128.0,,
train,,,,,,,20.572976112365723,1.0,184.0,184.0,2.1124939918518066,0.9999994039535522,0.0009999983002614826,0.001,False,128.0,128.0,,
train,,,,,,,20.676772356033325,1.0,185.0,185.0,2.1468327045440674,0.9999995827674866,0.000999998941665964,0.001,False,128.0,128.0,,
train,,,,,,,20.75544571876526,1.0,186.0,186.0,2.117539882659912,0.9999994039535522,0.0009999997185450458,0.001,False,128.0,128.0,,
train,,,,,,,20.83706021308899,1.0,187.0,187.0,2.110445976257324,0.9999995231628418,0.0009999983279893494,0.001,False,128.0,128.0,,
train,,,,,,,20.927658081054688,1.0,188.0,188.0,2.116520881652832,0.9999994039535522,0.0010000016594633558,0.001,False,128.0,128.0,,
train,,,,,,,21.009025812149048,1.0,189.0,189.0,2.1373400688171387,0.9999995231628418,0.001000000427061573,0.001,False,128.0,128.0,,
train,,,,,,,21.09111261367798,1.0,190.0,190.0,2.114673137664795,0.9999993443489075,0.0009999991164429934,0.001,False,128.0,128.0,,
train,,,,,,,21.173463582992554,1.0,191.0,191.0,2.1420388221740723,0.999999463558197,0.0010000002955557034,0.001,False,128.0,128.0,,
train,,,,,,,21.2677640914917,1.0,192.0,192.0,2.131685733795166,0.999999463558197,0.000999998575291911,0.001,False,128.0,128.0,,
train,,,,,,,21.361374616622925,1.0,193.0,193.0,2.0959362983703613,0.9999992847442627,0.0009999990795280444,0.001,False,128.0,128.0,,
