phase,epoch,batch,global_step,train_loss,grad_norm,update_norm,lr,time_sec,test_loss,test_accuracy
train,1,82.0,82,0.28144633769989014,1.1002097129821777,0.18188744303393617,0.1,1.6402521133422852,,
train,1,83.0,83,0.1334567815065384,0.8302101492881775,0.18736412951972448,0.1,1.65024733543396,,
train,1,84.0,84,0.21892313659191132,1.0692989826202393,0.20603117108403754,0.1,1.7081539630889893,,
train,1,85.0,85,0.25184908509254456,0.9238306283950806,0.18477090482300118,0.1,1.713338851928711,,
train,1,86.0,86,0.3314208984375,1.1714808940887451,0.18384893411675224,0.1,1.745042085647583,,
train,1,87.0,87,0.3590933382511139,1.1608316898345947,0.20366008192849278,0.1,1.7523841857910156,,
train,1,88.0,88,0.1881173551082611,0.7262192964553833,0.19349592413977093,0.1,1.785517930984497,,
train,1,89.0,89,0.11781742423772812,0.8093838095664978,0.19358169424720523,0.1,1.7886607646942139,,
train,1,90.0,90,0.1418849527835846,0.5765976905822754,0.18091705828026103,0.1,1.831489086151123,,
train,1,91.0,91,0.28282612562179565,0.9576853513717651,0.19576871013545274,0.1,1.8388340473175049,,
train,1,92.0,92,0.1573718786239624,0.703456461429596,0.18756683077952485,0.1,1.8633322715759277,,
train,1,93.0,93,0.15954311192035675,0.6589569449424744,0.16889682724179825,0.1,1.8684430122375488,,
train,1,94.0,94,0.17979829013347626,0.7794685959815979,0.15650760061260158,0.1,1.90092134475708,,
train,1,95.0,95,0.19468224048614502,0.7964702844619751,0.15943344367927714,0.1,1.9040477275848389,,
train,1,96.0,96,0.22293370962142944,0.9997984766960144,0.18979442515773168,0.1,1.9359495639801025,,
train,1,97.0,97,0.15978562831878662,0.6320364475250244,0.17981431743809714,0.1,1.9468977451324463,,
train,1,98.0,98,0.2846420407295227,0.8006969690322876,0.1618815167437671,0.1,1.9794764518737793,,
train,1,99.0,99,0.1550901234149933,0.8816918730735779,0.15405463530924632,0.1,1.9890246391296387,,
train,1,100.0,100,0.38320210576057434,1.0540341138839722,0.17036269808928664,0.1,2.005216360092163,,
train,1,101.0,101,0.25425398349761963,0.9416113495826721,0.17660765251120936,0.1,2.008411407470703,,
train,1,102.0,102,0.31787630915641785,0.995050847530365,0.18923796636553267,0.1,2.0456154346466064,,
train,1,103.0,103,0.13909488916397095,0.7064245939254761,0.1774908368871601,0.1,2.0544893741607666,,
train,1,104.0,104,0.2090170681476593,0.7700133323669434,0.17783866058543718,0.1,2.085803270339966,,
train,1,105.0,105,0.17509977519512177,0.6893382668495178,0.16808278488839798,0.1,2.1004927158355713,,
train,1,106.0,106,0.2537122666835785,0.8539501428604126,0.17442057645580875,0.1,2.13185453414917,,
train,1,107.0,107,0.1975431740283966,0.6902382373809814,0.17793480983373713,0.1,2.1362197399139404,,
train,1,108.0,108,0.351119726896286,1.1304278373718262,0.18212035579895144,0.1,2.160667896270752,,
train,1,109.0,109,0.18384906649589539,0.7847636938095093,0.1843478680506483,0.1,2.1640114784240723,,
train,1,110.0,110,0.2135966569185257,0.7671659588813782,0.17825465579487107,0.1,2.194209337234497,,
train,1,111.0,111,0.20256094634532928,0.6619428396224976,0.16123106361142558,0.1,2.1976096630096436,,
train,1,112.0,112,0.16001184284687042,0.8140522241592407,0.1545099359633393,0.1,2.2256338596343994,,
train,1,113.0,113,0.18553344905376434,0.8754522800445557,0.1667676537250386,0.1,2.2298991680145264,,
train,1,114.0,114,0.11486177146434784,0.6132603287696838,0.15857076568542602,0.1,2.2584519386291504,,
train,1,115.0,115,0.09782944619655609,0.5316722989082336,0.1517379762497187,0.1,2.2626984119415283,,
train,1,116.0,116,0.23396353423595428,0.8321251273155212,0.14669375109246163,0.1,2.2914516925811768,,
train,1,117.0,117,0.15048596262931824,0.6459147930145264,0.1491718854558859,0.1,2.2956807613372803,,
train,1,118.0,118,0.1573253870010376,0.7640427350997925,0.1499873773529952,0.1,2.3879458904266357,,
train,1,119.0,119,0.23792323470115662,0.730055570602417,0.1552802902692239,0.1,2.396327495574951,,
train,1,120.0,120,0.20868676900863647,0.8207075595855713,0.15939091854877,0.1,2.428722381591797,,
train,1,121.0,121,0.18482746183872223,0.8561011552810669,0.16220813225076483,0.1,2.436925172805786,,
train,1,122.0,122,0.1812685877084732,1.0056403875350952,0.17576762415018685,0.1,2.4630126953125,,
train,1,123.0,123,0.22004513442516327,1.0331814289093018,0.18264439282246306,0.1,2.4701504707336426,,
train,1,124.0,124,0.06218154355883598,0.3930923640727997,0.16961950482842897,0.1,2.5030837059020996,,
train,1,125.0,125,0.2274109572172165,0.9583646059036255,0.16760640778473299,0.1,2.513629198074341,,
train,1,126.0,126,0.1609387993812561,0.8744034171104431,0.16269702877266087,0.1,2.5292739868164062,,
train,1,127.0,127,0.1879808008670807,0.8354378342628479,0.1724663253949575,0.1,2.535183906555176,,
train,1,128.0,128,0.13516750931739807,0.6637241840362549,0.1628724287762901,0.1,2.5542006492614746,,
train,1,129.0,129,0.21800413727760315,1.1684843301773071,0.17833541705620182,0.1,2.5745134353637695,,
train,1,130.0,130,0.13005229830741882,0.6126315593719482,0.17859173383521634,0.1,2.589737892150879,,
train,1,131.0,131,0.28853484988212585,1.046140193939209,0.1818117822360892,0.1,2.6053853034973145,,
train,1,132.0,132,0.08882869780063629,0.6842514872550964,0.17332239327605387,0.1,2.6252613067626953,,
train,1,133.0,133,0.29214832186698914,1.0483472347259521,0.1833404085600643,0.1,2.6499290466308594,,
train,1,134.0,134,0.16933786869049072,0.8912864327430725,0.18392653879923312,0.1,2.6663970947265625,,
train,1,135.0,135,0.17718501389026642,0.7556779980659485,0.18462480913753704,0.1,2.683560371398926,,
train,1,136.0,136,0.2441629022359848,1.1957966089248657,0.1750490607034995,0.1,2.699432373046875,,
train,1,137.0,137,0.1116640716791153,0.8976064324378967,0.18651622415503144,0.1,2.718492031097412,,
train,1,138.0,138,0.3381381332874298,1.043642520904541,0.20602287001384065,0.1,2.737516164779663,,
train,1,139.0,139,0.17215225100517273,0.8266280293464661,0.19830019682602973,0.1,2.750413656234741,,
train,1,140.0,140,0.156635582447052,0.7753259539604187,0.19221481305407245,0.1,2.7786672115325928,,
train,1,141.0,141,0.15365412831306458,0.7801002264022827,0.18925707439552958,0.1,2.789494752883911,,
train,1,142.0,142,0.26752644777297974,1.009405255317688,0.18765951512334053,0.1,2.811591386795044,,
train,1,143.0,143,0.30596980452537537,0.9575394988059998,0.193759927488088,0.1,2.8362841606140137,,
train,1,144.0,144,0.33755096793174744,1.444838523864746,0.2161599809468791,0.1,2.844982862472534,,
train,1,145.0,145,0.3255741596221924,0.9900643825531006,0.2318535313169775,0.1,2.8739635944366455,,
train,1,146.0,146,0.2022688090801239,0.9365150928497314,0.23695199588289714,0.1,2.8921728134155273,,
train,1,147.0,147,0.15178807079792023,0.8669220209121704,0.21724321059773338,0.1,2.911635398864746,,
train,1,148.0,148,0.36786916851997375,1.487029790878296,0.21828808255398688,0.1,2.9361050128936768,,
train,1,149.0,149,0.2374558448791504,1.015816569328308,0.20864497120759867,0.1,2.9478886127471924,,
train,1,150.0,150,0.28930598497390747,1.4981908798217773,0.24664533652742018,0.1,2.966479539871216,,
train,1,151.0,151,0.20056413114070892,0.8212149739265442,0.24698871119139473,0.1,2.9820263385772705,,
train,1,152.0,152,0.27449721097946167,0.8904727101325989,0.23076421695619478,0.1,3.010946273803711,,
train,1,153.0,153,0.2500964403152466,1.4147156476974487,0.21685147667634813,0.1,3.0153932571411133,,
train,1,154.0,154,0.26112261414527893,0.9779990911483765,0.2132939345890103,0.1,3.0480871200561523,,
train,1,155.0,155,0.15009845793247223,0.8770431280136108,0.20348006326743898,0.1,3.057936429977417,,
train,1,156.0,156,0.15973570942878723,0.88614821434021,0.20379874406078405,0.1,3.0773699283599854,,
train,1,157.0,157,0.18344128131866455,0.7235502600669861,0.20491016193387723,0.1,3.090085029602051,,
train,1,158.0,158,0.24695803225040436,0.7361136078834534,0.20221905305285026,0.1,3.1254703998565674,,
train,1,159.0,159,0.42440176010131836,1.193110466003418,0.19664720074578684,0.1,3.1393258571624756,,
train,1,160.0,160,0.35076043009757996,1.3552420139312744,0.1988900195247453,0.1,3.165386915206909,,
train,1,161.0,161,0.30829277634620667,1.1410212516784668,0.21732922787497558,0.1,3.1869726181030273,,
train,1,162.0,162,0.25256744027137756,1.0357335805892944,0.23687048098349608,0.1,3.199206590652466,,
train,1,163.0,163,0.08860454708337784,0.5987904071807861,0.21320769313755508,0.1,3.228306293487549,,
train,1,164.0,164,0.19319318234920502,0.9560703635215759,0.2100247220302434,0.1,3.250028133392334,,
train,1,165.0,165,0.16543498635292053,0.7522655129432678,0.19743590759165022,0.1,3.2663776874542236,,
train,1,166.0,166,0.20251142978668213,0.965158998966217,0.20029599481768495,0.1,3.281050682067871,,
train,1,167.0,167,0.24464593827724457,0.8491522073745728,0.20035190577363668,0.1,3.303913116455078,,
train,1,168.0,168,0.07517124712467194,0.5025134086608887,0.184746680059651,0.1,3.3134193420410156,,
train,1,169.0,169,0.3234082758426666,0.902742326259613,0.1858239163360104,0.1,3.340944290161133,,
train,1,170.0,170,0.25940337777137756,1.0302026271820068,0.19502122986902143,0.1,3.34889554977417,,
train,1,171.0,171,0.19006100296974182,0.7559342980384827,0.1877225438313676,0.1,3.378103494644165,,
train,1,172.0,172,0.2558554708957672,1.3181185722351074,0.21047729387600833,0.1,3.3858444690704346,,
train,1,173.0,173,0.22989743947982788,0.7812438011169434,0.20357324204725086,0.1,3.4159748554229736,,
train,1,174.0,174,0.14495918154716492,0.6520228385925293,0.19556837831366108,0.1,3.4228975772857666,,
train,1,175.0,175,0.2508470416069031,1.0921036005020142,0.19385664250225784,0.1,3.450652837753296,,
train,1,176.0,176,0.12150901556015015,0.6318584680557251,0.18101747059637208,0.1,3.4578607082366943,,
train,1,177.0,177,0.33073845505714417,1.0979551076889038,0.1940089669722397,0.1,3.4902870655059814,,
train,1,178.0,178,0.07709521800279617,0.5098158121109009,0.18067750531401808,0.1,3.502121925354004,,
train,1,179.0,179,0.2275094985961914,0.9396789073944092,0.18073674933951134,0.1,3.5317471027374268,,
train,1,180.0,180,0.25234952569007874,0.9614190459251404,0.18470033183478496,0.1,3.5392439365386963,,
train,1,181.0,181,0.14932282269001007,0.6976302266120911,0.17501397439296162,0.1,3.5652244091033936,,
train,1,182.0,182,0.19158199429512024,0.9086585640907288,0.18331630965678214,0.1,3.5722923278808594,,
train,1,183.0,183,0.201666459441185,1.030310034751892,0.18143462230457297,0.1,3.594017267227173,,
train,1,184.0,184,0.11866258829832077,0.6770684123039246,0.17562496276069833,0.1,3.6028857231140137,,
train,1,185.0,185,0.16188880801200867,0.628841757774353,0.1633953203531403,0.1,3.634124517440796,,
train,1,186.0,186,0.1338532716035843,0.6572437286376953,0.1598649699859464,0.1,3.6412267684936523,,
train,1,187.0,187,0.22474949061870575,0.8585426807403564,0.1700473300674158,0.1,3.686594009399414,,
train,1,188.0,188,0.23463404178619385,0.8220998048782349,0.17073187279746244,0.1,3.6967408657073975,,
train,1,189.0,189,0.3481113612651825,1.1350867748260498,0.19563107273568747,0.1,3.729310989379883,,
train,1,190.0,190,0.27260932326316833,0.8650575876235962,0.1933862452511468,0.1,3.7856101989746094,,
train,1,191.0,191,0.2691445052623749,1.0495682954788208,0.19201475038980534,0.1,3.8036048412323,,
train,1,192.0,192,0.20928749442100525,0.9316337704658508,0.18388613638154785,0.1,3.8124148845672607,,
train,1,193.0,193,0.15881548821926117,1.0161617994308472,0.17886637082620654,0.1,3.8599977493286133,,
train,1,194.0,194,0.17115652561187744,0.744001030921936,0.18420880208320575,0.1,3.8736062049865723,,
train,1,195.0,195,0.2599707245826721,1.0219429731369019,0.19734938819276474,0.1,3.901233434677124,,
train,1,196.0,196,0.1140105277299881,0.5924625396728516,0.19136137036669398,0.1,3.914113998413086,,
train,1,197.0,197,0.2596603333950043,0.8457961678504944,0.18559858032482862,0.1,3.9423983097076416,,
train,1,198.0,198,0.19647949934005737,0.8094050884246826,0.18228807535054953,0.1,3.949519395828247,,
train,1,199.0,199,0.1844920963048935,0.7863598465919495,0.1695848078858285,0.1,3.9800682067871094,,
train,1,200.0,200,0.19850970804691315,0.9202694892883301,0.18560888206614146,0.1,3.9888861179351807,,
train,1,201.0,201,0.23486179113388062,0.9886430501937866,0.19764799717370432,0.1,4.014803409576416,,
train,1,202.0,202,0.1597914695739746,0.7515018582344055,0.20682552359545892,0.1,4.023533582687378,,
train,1,203.0,203,0.1657267063856125,0.6759757995605469,0.19525837234837912,0.1,4.04816460609436,,
train,1,204.0,204,0.11624889075756073,0.6219156384468079,0.1810725594361615,0.1,4.055089473724365,,
train,1,205.0,205,0.20810554921627045,0.7685365676879883,0.16613617376668532,0.1,4.084933042526245,,
train,1,206.0,206,0.26931843161582947,0.9172711968421936,0.17408283677921416,0.1,4.090887069702148,,
train,1,207.0,207,0.17847035825252533,0.8525493144989014,0.17993734845762352,0.1,4.126700162887573,,
train,1,208.0,208,0.20228512585163116,0.8337351083755493,0.18405976776649524,0.1,4.1386754512786865,,
train,1,209.0,209,0.20530426502227783,0.8496190309524536,0.19228769265799786,0.1,4.189087390899658,,
train,1,210.0,210,0.19887825846672058,0.8887593746185303,0.1827731352543607,0.1,4.193753957748413,,
train,1,211.0,211,0.22051551938056946,0.8581187725067139,0.1879214561557139,0.1,4.222009897232056,,
train,1,212.0,212,0.20027518272399902,0.8808992505073547,0.18479194613906,0.1,4.228881120681763,,
train,1,213.0,213,0.13692457973957062,0.6937370896339417,0.18144769293927185,0.1,4.258936405181885,,
train,1,214.0,214,0.17996935546398163,0.7494323253631592,0.17510526063693296,0.1,4.2668116092681885,,
train,1,215.0,215,0.14977337419986725,0.7584543824195862,0.1704709978671056,0.1,4.297595500946045,,
train,1,216.0,216,0.19564342498779297,0.9344407916069031,0.17943592714529746,0.1,4.304870128631592,,
train,1,217.0,217,0.4095270335674286,1.1061173677444458,0.19519195584373902,0.1,4.33214259147644,,
train,1,218.0,218,0.2878779172897339,0.9683964252471924,0.2055979648984227,0.1,4.340063571929932,,
train,1,219.0,219,0.15262819826602936,0.682590901851654,0.19568651727053182,0.1,4.371720552444458,,
train,1,220.0,220,0.17256617546081543,0.8279759883880615,0.1880046926096893,0.1,4.374967813491821,,
train,1,221.0,221,0.2929918169975281,0.9468486905097961,0.1934804770777495,0.1,4.4046385288238525,,
train,1,222.0,222,0.2051716148853302,0.7436283230781555,0.18170828555122412,0.1,4.409714221954346,,
train,1,223.0,223,0.09470701217651367,0.6954954862594604,0.1697838527271979,0.1,4.4469616413116455,,
train,1,224.0,224,0.19895172119140625,0.9718644618988037,0.17986552855580762,0.1,4.456724405288696,,
train,1,225.0,225,0.14358456432819366,0.7997925877571106,0.17719467719904772,0.1,4.473076343536377,,
train,1,226.0,226,0.24799251556396484,0.8138613700866699,0.17566913044044963,0.1,4.480132102966309,,
train,1,227.0,227,0.10946204513311386,0.7129148244857788,0.17099798756944792,0.1,4.498863697052002,,
train,1,228.0,228,0.17928481101989746,0.6573838591575623,0.16163831640255258,0.1,4.509373903274536,,
train,1,229.0,229,0.11690177023410797,0.681606113910675,0.15463344691663883,0.1,4.531934976577759,,
train,1,230.0,230,0.09356702864170074,0.4745919704437256,0.14533599842468722,0.1,4.5476202964782715,,
train,1,231.0,231,0.13016684353351593,0.6647635102272034,0.14295045264422448,0.1,4.563676357269287,,
train,1,232.0,232,0.16937801241874695,0.7270445227622986,0.15041644152539074,0.1,4.5867533683776855,,
train,1,233.0,233,0.23472782969474792,0.7537729144096375,0.15083419389583397,0.1,4.5969202518463135,,
train,1,234.0,234,0.16011017560958862,0.623135507106781,0.14705935553826335,0.1,4.6237993240356445,,
train,1,235.0,235,0.21850556135177612,0.8478971719741821,0.15921623965127302,0.1,4.632126808166504,,
train,1,236.0,236,0.13002325594425201,0.5435102581977844,0.15412375737038017,0.1,4.670246124267578,,
train,1,237.0,237,0.17336583137512207,0.7448740601539612,0.15507765957424646,0.1,4.679227590560913,,
train,1,238.0,238,0.09150340408086777,0.44071337580680847,0.1408595981062764,0.1,4.709477186203003,,
train,1,239.0,239,0.20233233273029327,0.7956152558326721,0.15634263530595044,0.1,4.71253228187561,,
train,1,240.0,240,0.1474704146385193,0.7443423867225647,0.1602345636281106,0.1,4.742405891418457,,
train,1,241.0,241,0.17638039588928223,0.8145925998687744,0.16065164521369218,0.1,4.745473384857178,,
train,1,242.0,242,0.05836163088679314,0.4899173378944397,0.15141000575281538,0.1,4.782933473587036,,
train,1,243.0,243,0.07380136102437973,0.49534693360328674,0.1387097064653504,0.1,4.791438817977905,,
train,1,244.0,244,0.11103485524654388,0.6423526406288147,0.13341472627630835,0.1,4.8191423416137695,,
train,1,245.0,245,0.3413250744342804,1.1019489765167236,0.1555373773498721,0.1,4.826010227203369,,
train,1,246.0,246,0.1657789647579193,0.7449752688407898,0.15964990428532685,0.1,4.846251010894775,,
train,1,247.0,247,0.17622357606887817,0.8624191284179688,0.17220768530015157,0.1,4.851836919784546,,
train,1,248.0,248,0.17539186775684357,0.7367402911186218,0.17496484094140438,0.1,4.900667667388916,,
train,1,249.0,249,0.09891913086175919,0.6711923480033875,0.17181309360796512,0.1,4.910111427307129,,
train,1,250.0,250,0.12864144146442413,0.7736050486564636,0.16880276576975528,0.1,4.934532880783081,,
train,1,251.0,251,0.17732428014278412,0.6589000225067139,0.16181064858933278,0.1,4.941911220550537,,
train,1,252.0,252,0.16443397104740143,0.7623225450515747,0.15652803481805824,0.1,4.960381031036377,,
train,1,253.0,253,0.15068012475967407,0.8791810274124146,0.17067532431032503,0.1,4.969900846481323,,
train,1,254.0,254,0.11986705660820007,0.6442662477493286,0.16660804351280942,0.1,5.028594732284546,,
train,1,255.0,255,0.15871596336364746,0.7396357655525208,0.16021081209162827,0.1,5.037149429321289,,
train,1,256.0,256,0.1572534441947937,0.7467560768127441,0.1587107415065892,0.1,5.085983037948608,,
train,1,257.0,257,0.1921655833721161,0.8867369890213013,0.15649038979388827,0.1,5.089197158813477,,
train,1,258.0,258,0.40439358353614807,1.7194476127624512,0.22057275902950726,0.1,5.121638774871826,,
train,1,259.0,259,0.11461883038282394,0.7005752325057983,0.2118132518567893,0.1,5.12772274017334,,
train,1,260.0,260,0.16249926388263702,0.793221652507782,0.19588672732541113,0.1,5.155166149139404,,
train,1,261.0,261,0.18400530517101288,0.9266013503074646,0.18753903198351501,0.1,5.1584906578063965,,
train,1,262.0,262,0.3109143078327179,1.0358206033706665,0.18835720146566054,0.1,5.191030025482178,,
train,1,263.0,263,0.18207618594169617,0.8523930907249451,0.19687210461287044,0.1,5.197755575180054,,
train,1,264.0,264,0.2386065423488617,1.002239465713501,0.21807722237665494,0.1,5.235702037811279,,
train,1,265.0,265,0.162420853972435,0.9743603467941284,0.21290328404012127,0.1,5.2388529777526855,,
train,1,266.0,266,0.12657494843006134,0.6815702319145203,0.19128704756421508,0.1,5.265949964523315,,
train,1,267.0,267,0.10701843351125717,0.7148414254188538,0.1751254567793898,0.1,5.273247718811035,,
train,1,268.0,268,0.318598210811615,1.2543485164642334,0.19561221525006897,0.1,5.31451416015625,,
train,1,269.0,269,0.1831853985786438,0.7441065311431885,0.19634540584198057,0.1,5.326892137527466,,
train,1,270.0,270,0.22401994466781616,0.8474621176719666,0.20400434828900832,0.1,5.3525683879852295,,
