path,experiment,rows,status,nan_cells,inf_cells,max_abs_numeric,has_axis,has_loss_like
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_NoBeta2_seed42.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_NoBeta2_seed456.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_NoBeta2_seed789.csv,ablation,466,ok,0.0,0.0,2250.465576171875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed1011.csv,ablation,581,ok,0.0,0.0,1256.7694091796875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed1213.csv,ablation,1000,ok,0.0,0.0,3233.735107421875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed123.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed1415.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed1617.csv,ablation,1000,ok,0.0,0.0,2338.1806640625,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed1819.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed2021.csv,ablation,1000,ok,0.0,0.0,4585.5712890625,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed42.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed456.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_Adam_seed789.csv,ablation,466,ok,0.0,0.0,2250.465576171875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed1011.csv,ablation,1000,ok,0.0,0.0,1256.7694091796875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed1213.csv,ablation,1000,ok,0.0,0.0,3233.735107421875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed123.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed1415.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed1617.csv,ablation,1000,ok,0.0,0.0,2338.1806640625,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed1819.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed2021.csv,ablation,1000,ok,0.0,0.0,4585.5712890625,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed42.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed456.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SAM_SGD_seed789.csv,ablation,1000,ok,0.0,0.0,2250.465576171875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed1011.csv,ablation,1000,ok,0.0,0.0,1256.7694091796875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed1213.csv,ablation,1000,ok,0.0,0.0,3233.735107421875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed123.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed1415.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed1617.csv,ablation,1000,ok,0.0,0.0,2338.1806640625,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed1819.csv,ablation,776,ok,0.0,0.0,775.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed2021.csv,ablation,1000,ok,0.0,0.0,4585.5712890625,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed42.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed456.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_Momentum_seed789.csv,ablation,1000,ok,0.0,0.0,2250.465576171875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed1011.csv,ablation,1000,ok,0.0,0.0,1256.7694091796875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed1213.csv,ablation,1000,ok,0.0,0.0,3233.735107421875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed123.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed1415.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed1617.csv,ablation,1000,ok,0.0,0.0,2338.1806640625,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed1819.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed2021.csv,ablation,1000,ok,0.0,0.0,4585.5712890625,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed42.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed456.csv,ablation,1000,ok,0.0,0.0,999.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\Ablation_2D_Rosenbrock_SGD_seed789.csv,ablation,1000,ok,0.0,0.0,2250.465576171875,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation\ablation_results.csv,ablation,50,ok,0.0,0.0,2021.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\ablation_adaptive_lr.csv,ablation_comprehensive,20,ok,0.0,0.0,2021.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\ablation_momentum.csv,ablation_comprehensive,10,ok,0.0,0.0,91.58,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\ablation_sam.csv,ablation_comprehensive,20,ok,0.0,0.0,51.0,False,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\ablation_comprehensive\ablation_weight_decay.csv,ablation_comprehensive,20,ok,0.0,0.0,2021.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\adam_adamw_comparison\adam_l2_vs_adamw_comparison.csv,adam_adamw_comparison,160,ok,0.0,0.0,2021.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\ablation_summary.csv,advanced_ablation,8,ok,0.0,0.0,1330.4424960892247,False,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_All_Combined_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,94.65,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_All_Combined_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,93.79,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_All_Combined_seed123.csv,advanced_ablation,10,ok,0.0,0.0,94.2,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_All_Combined_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,93.9,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_All_Combined_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,93.98,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_All_Combined_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,94.16,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_All_Combined_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,93.9,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_All_Combined_seed42.csv,advanced_ablation,10,ok,0.0,0.0,93.41,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_All_Combined_seed456.csv,advanced_ablation,10,ok,0.0,0.0,94.36,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_All_Combined_seed789.csv,advanced_ablation,10,ok,0.0,0.0,93.64,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,92.96,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,91.6,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed123.csv,advanced_ablation,10,ok,0.0,0.0,92.93,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,92.61,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,92.57,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,92.48,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,92.77,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed42.csv,advanced_ablation,10,ok,0.0,0.0,92.81,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed456.csv,advanced_ablation,10,ok,0.0,0.0,93.22,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_EMA_seed789.csv,advanced_ablation,10,ok,0.0,0.0,93.48,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,94.71,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,93.78,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed123.csv,advanced_ablation,10,ok,0.0,0.0,94.26,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,93.77,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,94.12,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,94.08,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,93.99,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed42.csv,advanced_ablation,10,ok,0.0,0.0,93.46,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed456.csv,advanced_ablation,10,ok,0.0,0.0,94.43,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_LabelSmoothing_seed789.csv,advanced_ablation,10,ok,0.0,0.0,93.71,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_only_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,92.88,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_only_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,91.49,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_only_seed123.csv,advanced_ablation,10,ok,0.0,0.0,92.89,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_only_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,92.86,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_only_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,92.59,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_only_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,92.4,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_only_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,92.87,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_only_seed42.csv,advanced_ablation,10,ok,0.0,0.0,92.65,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_only_seed456.csv,advanced_ablation,10,ok,0.0,0.0,93.33,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_AMP_only_seed789.csv,advanced_ablation,10,ok,0.0,0.0,93.42,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_Baseline_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,94.63,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_Baseline_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,94.01,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_Baseline_seed123.csv,advanced_ablation,10,ok,0.0,0.0,94.18,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_Baseline_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,94.68,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_Baseline_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,93.89,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_Baseline_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,94.31,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_Baseline_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,94.59,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_Baseline_seed42.csv,advanced_ablation,10,ok,0.0,0.0,94.39,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_Baseline_seed456.csv,advanced_ablation,10,ok,0.0,0.0,94.6,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_Baseline_seed789.csv,advanced_ablation,10,ok,0.0,0.0,94.01,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_EMA_only_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,94.48,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_EMA_only_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,94.09,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_EMA_only_seed123.csv,advanced_ablation,10,ok,0.0,0.0,94.35,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_EMA_only_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,94.82,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_EMA_only_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,93.78,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_EMA_only_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,94.22,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_EMA_only_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,94.18,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_EMA_only_seed42.csv,advanced_ablation,10,ok,0.0,0.0,94.24,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_EMA_only_seed456.csv,advanced_ablation,10,ok,0.0,0.0,94.63,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_EMA_only_seed789.csv,advanced_ablation,10,ok,0.0,0.0,94.01,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,95.51,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,94.85,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed123.csv,advanced_ablation,10,ok,0.0,0.0,95.22,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,95.33,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,95.4,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,95.39,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,95.25,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed42.csv,advanced_ablation,10,ok,0.0,0.0,95.3,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed456.csv,advanced_ablation,10,ok,0.0,0.0,95.13,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_EMA_seed789.csv,advanced_ablation,10,ok,0.0,0.0,95.37,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed1011.csv,advanced_ablation,10,ok,0.0,0.0,95.48,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed1213.csv,advanced_ablation,10,ok,0.0,0.0,94.85,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed123.csv,advanced_ablation,10,ok,0.0,0.0,95.02,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed1415.csv,advanced_ablation,10,ok,0.0,0.0,95.19,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed1617.csv,advanced_ablation,10,ok,0.0,0.0,95.31,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed1819.csv,advanced_ablation,10,ok,0.0,0.0,95.52,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed2021.csv,advanced_ablation,10,ok,0.0,0.0,95.28,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed42.csv,advanced_ablation,10,ok,0.0,0.0,95.18,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed456.csv,advanced_ablation,10,ok,0.0,0.0,95.25,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\advanced_ablation\AdvAblation_LabelSmoothing_only_seed789.csv,advanced_ablation,10,ok,0.0,0.0,95.29,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\adversarial\adversarial__from_robustness__robustness_results.csv,adversarial,500,ok,0.0,0.0,20000.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\adversarial\adversarial__from_robustness__Robustness_Rosenbrock_Adam_start0_seed1011.csv,adversarial,328,ok,0.0,0.0,327.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\adversarial\adversarial__from_robustness__Robustness_Rosenbrock_Adam_start0_seed1213.csv,adversarial,328,ok,0.0,0.0,327.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\adversarial\adversarial__from_robustness__Robustness_Rosenbrock_Adam_start0_seed123.csv,adversarial,328,ok,0.0,0.0,327.0,True,True
f:\GDSearch\results_proposal_full_20260223_v2_blended_real_like\experiments\adversarial\adversarial__from_robustness__Robustness_Rosenbrock_Adam_start0_seed1415.csv,adversarial,328,ok,0.0,0.0,327.0,True,True
