function,optimizer,weight_decay,seed,final_loss,final_x,final_y,iterations,converged,run_status,converged_epoch,converged_iteration
Rosenbrock,Adam_L2,0.001,1011,0.0078344066415062,0.9117375688052202,0.8310035058068193,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.001,1213,0.0078344066415062,0.9117375688052202,0.8310035058068193,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.001,1415,0.0078344066415062,0.9117375688052202,0.8310035058068193,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.001,1617,0.0078344066415062,0.9117375688052202,0.8310035058068193,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.001,1819,0.0078344066415062,0.9117375688052202,0.8310035058068193,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.001,2021,0.0078344066415062,0.9117375688052202,0.8310035058068193,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.001,42,0.0080174045119669,0.9107082156800168,0.8291276777889165,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.001,123,0.0080174045119669,0.9107082156800168,0.8291276777889165,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.001,456,0.0080174045119669,0.9107082156800168,0.8291276777889165,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.001,789,0.0080174045119669,0.9107082156800168,0.8291276777889165,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.001,1011,0.0080174045119669,0.9107082156800168,0.8291276777889165,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.001,1213,0.0080174045119669,0.9107082156800168,0.8291276777889165,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.001,1415,0.0080174045119669,0.9107082156800168,0.8291276777889165,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.001,1617,0.0080174045119669,0.9107082156800168,0.8291276777889165,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.001,1819,0.0080174045119669,0.9107082156800168,0.8291276777889165,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.001,2021,0.0080174045119669,0.9107082156800168,0.8291276777889165,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.01,42,0.0089847117903578,0.9054571455645484,0.8195669532914146,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.01,123,0.0089847117903578,0.9054571455645484,0.8195669532914146,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.01,456,0.0089847117903578,0.9054571455645484,0.8195669532914146,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.01,789,0.0089847117903578,0.9054571455645484,0.8195669532914146,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.01,1011,0.0089847117903578,0.9054571455645484,0.8195669532914146,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.01,1213,0.0089847117903578,0.9054571455645484,0.8195669532914146,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.01,1415,0.0089847117903578,0.9054571455645484,0.8195669532914146,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.01,1617,0.0089847117903578,0.9054571455645484,0.8195669532914146,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.01,1819,0.0089847117903578,0.9054571455645484,0.8195669532914146,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.01,2021,0.0089847117903578,0.9054571455645484,0.8195669532914146,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.01,42,0.0110734887281676,0.8950006386638557,0.8007405505162783,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.01,123,0.0110734887281676,0.8950006386638557,0.8007405505162783,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.01,456,0.0110734887281676,0.8950006386638557,0.8007405505162783,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.01,789,0.0110734887281676,0.8950006386638557,0.8007405505162783,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.01,1011,0.0110734887281676,0.8950006386638557,0.8007405505162783,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.01,1213,0.0110734887281676,0.8950006386638557,0.8007405505162783,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.01,1415,0.0110734887281676,0.8950006386638557,0.8007405505162783,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.01,1617,0.0110734887281676,0.8950006386638557,0.8007405505162783,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.01,1819,0.0110734887281676,0.8950006386638557,0.8007405505162783,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.01,2021,0.0110734887281676,0.8950006386638557,0.8007405505162783,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.1,42,0.0232625186288898,0.8476920525232379,0.7180768044223326,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.1,123,0.0232625186288898,0.8476920525232379,0.7180768044223326,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.1,456,0.0232625186288898,0.8476920525232379,0.7180768044223326,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.1,789,0.0232625186288898,0.8476920525232379,0.7180768044223326,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.1,1011,0.0232625186288898,0.8476920525232379,0.7180768044223326,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.1,1213,0.0232625186288898,0.8476920525232379,0.7180768044223326,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.1,1415,0.0232625186288898,0.8476920525232379,0.7180768044223326,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.1,1617,0.0232625186288898,0.8476920525232379,0.7180768044223326,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.1,1819,0.0232625186288898,0.8476920525232379,0.7180768044223326,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,Adam_L2,0.1,2021,0.0232625186288898,0.8476920525232379,0.7180768044223326,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.1,42,0.0615887337000237,0.7520116603372752,0.5650012111481099,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.1,123,0.0615887337000237,0.7520116603372752,0.5650012111481099,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.1,456,0.0615887337000237,0.7520116603372752,0.5650012111481099,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.1,789,0.0615887337000237,0.7520116603372752,0.5650012111481099,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.1,1011,0.0615887337000237,0.7520116603372752,0.5650012111481099,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.1,1213,0.0615887337000237,0.7520116603372752,0.5650012111481099,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.1,1415,0.0615887337000237,0.7520116603372752,0.5650012111481099,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.1,1617,0.0615887337000237,0.7520116603372752,0.5650012111481099,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.1,1819,0.0615887337000237,0.7520116603372752,0.5650012111481099,2000,False,max_iters_or_stalled,-1.0,-1.0
Rosenbrock,AdamW,0.1,2021,0.0615887337000237,0.7520116603372752,0.5650012111481099,2000,False,max_iters_or_stalled,-1.0,-1.0
IllConditioned_1000,Adam_L2,0.0,42,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.0,123,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.0,456,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.0,789,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.0,1011,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.0,1213,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.0,1415,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.0,1617,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.0,1819,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.0,2021,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.0,42,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.0,123,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.0,456,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.0,789,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.0,1011,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.0,1213,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.0,1415,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.0,1617,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.0,1819,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.0,2021,8.994651371635788e-09,3.5835890557509825e-06,3.5835980115491014e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.001,42,8.994651371595543e-09,3.583589055751028e-06,3.5835980025931137e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.001,123,8.994651371595543e-09,3.583589055751028e-06,3.5835980025931137e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.001,456,8.994651371595543e-09,3.583589055751028e-06,3.5835980025931137e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.001,789,8.994651371595543e-09,3.583589055751028e-06,3.5835980025931137e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.001,1011,8.994651371595543e-09,3.583589055751028e-06,3.5835980025931137e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.001,1213,8.994651371595543e-09,3.583589055751028e-06,3.5835980025931137e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.001,1415,8.994651371595543e-09,3.583589055751028e-06,3.5835980025931137e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.001,1617,8.994651371595543e-09,3.583589055751028e-06,3.5835980025931137e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.001,1819,8.994651371595543e-09,3.583589055751028e-06,3.5835980025931137e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.001,2021,8.994651371595543e-09,3.583589055751028e-06,3.5835980025931137e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.001,42,8.245085517790967e-09,3.415744022153736e-06,3.4157528476820057e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.001,123,8.245085517790967e-09,3.415744022153736e-06,3.4157528476820057e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.001,456,8.245085517790967e-09,3.415744022153736e-06,3.4157528476820057e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.001,789,8.245085517790967e-09,3.415744022153736e-06,3.4157528476820057e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.001,1011,8.245085517790967e-09,3.415744022153736e-06,3.4157528476820057e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.001,1213,8.245085517790967e-09,3.415744022153736e-06,3.4157528476820057e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.001,1415,8.245085517790967e-09,3.415744022153736e-06,3.4157528476820057e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.001,1617,8.245085517790967e-09,3.415744022153736e-06,3.4157528476820057e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.001,1819,8.245085517790967e-09,3.415744022153736e-06,3.4157528476820057e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.001,2021,8.245085517790967e-09,3.415744022153736e-06,3.4157528476820057e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.01,42,8.994651371233822e-09,3.583589055750741e-06,3.583597922788673e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.01,123,8.994651371233822e-09,3.583589055750741e-06,3.583597922788673e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.01,456,8.994651371233822e-09,3.583589055750741e-06,3.583597922788673e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.01,789,8.994651371233822e-09,3.583589055750741e-06,3.583597922788673e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.01,1011,8.994651371233822e-09,3.583589055750741e-06,3.583597922788673e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.01,1213,8.994651371233822e-09,3.583589055750741e-06,3.583597922788673e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.01,1415,8.994651371233822e-09,3.583589055750741e-06,3.583597922788673e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.01,1617,8.994651371233822e-09,3.583589055750741e-06,3.583597922788673e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.01,1819,8.994651371233822e-09,3.583589055750741e-06,3.583597922788673e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.01,2021,8.994651371233822e-09,3.583589055750741e-06,3.583597922788673e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.01,42,7.208145735535238e-09,3.1564309407265658e-06,3.1564397358502443e-06,343,True,converged,342.0,342.0
IllConditioned_1000,AdamW,0.01,123,7.208145735535238e-09,3.1564309407265658e-06,3.1564397358502443e-06,343,True,converged,342.0,342.0
IllConditioned_1000,AdamW,0.01,456,7.208145735535238e-09,3.1564309407265658e-06,3.1564397358502443e-06,343,True,converged,342.0,342.0
IllConditioned_1000,AdamW,0.01,789,7.208145735535238e-09,3.1564309407265658e-06,3.1564397358502443e-06,343,True,converged,342.0,342.0
IllConditioned_1000,AdamW,0.01,1011,7.208145735535238e-09,3.1564309407265658e-06,3.1564397358502443e-06,343,True,converged,342.0,342.0
IllConditioned_1000,AdamW,0.01,1213,7.208145735535238e-09,3.1564309407265658e-06,3.1564397358502443e-06,343,True,converged,342.0,342.0
IllConditioned_1000,AdamW,0.01,1415,7.208145735535238e-09,3.1564309407265658e-06,3.1564397358502443e-06,343,True,converged,342.0,342.0
IllConditioned_1000,AdamW,0.01,1617,7.208145735535238e-09,3.1564309407265658e-06,3.1564397358502443e-06,343,True,converged,342.0,342.0
IllConditioned_1000,AdamW,0.01,1819,7.208145735535238e-09,3.1564309407265658e-06,3.1564397358502443e-06,343,True,converged,342.0,342.0
IllConditioned_1000,AdamW,0.01,2021,7.208145735535238e-09,3.1564309407265658e-06,3.1564397358502443e-06,343,True,converged,342.0,342.0
IllConditioned_1000,Adam_L2,0.1,42,8.994651367952151e-09,3.583589055750337e-06,3.5835971965703847e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.1,123,8.994651367952151e-09,3.583589055750337e-06,3.5835971965703847e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.1,456,8.994651367952151e-09,3.583589055750337e-06,3.5835971965703847e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.1,789,8.994651367952151e-09,3.583589055750337e-06,3.5835971965703847e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.1,1011,8.994651367952151e-09,3.583589055750337e-06,3.5835971965703847e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.1,1213,8.994651367952151e-09,3.583589055750337e-06,3.5835971965703847e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.1,1415,8.994651367952151e-09,3.583589055750337e-06,3.5835971965703847e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.1,1617,8.994651367952151e-09,3.583589055750337e-06,3.5835971965703847e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.1,1819,8.994651367952151e-09,3.583589055750337e-06,3.5835971965703847e-06,345,True,converged,344.0,344.0
IllConditioned_1000,Adam_L2,0.1,2021,8.994651367952151e-09,3.583589055750337e-06,3.5835971965703847e-06,345,True,converged,344.0,344.0
IllConditioned_1000,AdamW,0.1,42,8.311748247879837e-09,3.2066541008643968e-06,3.2066654147114503e-06,320,True,converged,319.0,319.0
IllConditioned_1000,AdamW,0.1,123,8.311748247879837e-09,3.2066541008643968e-06,3.2066654147114503e-06,320,True,converged,319.0,319.0
IllConditioned_1000,AdamW,0.1,456,8.311748247879837e-09,3.2066541008643968e-06,3.2066654147114503e-06,320,True,converged,319.0,319.0
IllConditioned_1000,AdamW,0.1,789,8.311748247879837e-09,3.2066541008643968e-06,3.2066654147114503e-06,320,True,converged,319.0,319.0
IllConditioned_1000,AdamW,0.1,1011,8.311748247879837e-09,3.2066541008643968e-06,3.2066654147114503e-06,320,True,converged,319.0,319.0
IllConditioned_1000,AdamW,0.1,1213,8.311748247879837e-09,3.2066541008643968e-06,3.2066654147114503e-06,320,True,converged,319.0,319.0
IllConditioned_1000,AdamW,0.1,1415,8.311748247879837e-09,3.2066541008643968e-06,3.2066654147114503e-06,320,True,converged,319.0,319.0
IllConditioned_1000,AdamW,0.1,1617,8.311748247879837e-09,3.2066541008643968e-06,3.2066654147114503e-06,320,True,converged,319.0,319.0
IllConditioned_1000,AdamW,0.1,1819,8.311748247879837e-09,3.2066541008643968e-06,3.2066654147114503e-06,320,True,converged,319.0,319.0
IllConditioned_1000,AdamW,0.1,2021,8.311748247879837e-09,3.2066541008643968e-06,3.2066654147114503e-06,320,True,converged,319.0,319.0
